Generation:65, Observation:[[60, 12], [46, 7], [0, 73], [67, 50], [54, 19], [66, 11], [61, 32], [83, 42], [12, 58], [80, 14], [66, 11], [5, 67], [63, 49], [8, 4], [0, 67], [41, 10], [75, 2], [61, 16], [30, 50], [8, 31], [53, 22], [56, 21], [56, 21], [62, 50], [68, 61]], Rewards:[12, 7, 16, 15, 10, 8, 10, 16, 20, 11, 8, 18, 12, 4, 18, 8, 6, 9, 6, 15, 11, 10, 10, 13, 18]
Generation:66, Observation:[[63, 12], [46, 6], [1, 73], [69, 50], [54, 21], [68, 11], [61, 33], [81, 42], [14, 58], [81, 14], [64, 11], [6, 67], [63, 51], [7, 4], [0, 69], [42, 10], [75, 5], [61, 14], [30, 52], [7, 31], [54, 22], [56, 22], [56, 23], [65, 50], [68, 63]], Rewards:[11, 7, 18, 15, 10, 8, 9, 15, 20, 11, 10, 18, 13, 3, 19, 8, 7, 11, 8, 15, 7, 8, 9, 13, 16]
Generation:67, Observation:[[64, 12], [47, 6], [0, 73], [72, 50], [54, 22], [71, 11], [64, 33], [81, 39], [13, 58], [84, 14], [62, 11], [6, 70], [65, 51], [10, 4], [0, 70], [39, 10], [75, 7], [61, 13], [30, 55], [4, 31], [56, 22], [56, 25], [59, 23], [65, 51], [69, 63]], Rewards:[10, 6, 18, 14, 8, 9, 11, 16, 20, 13, 11, 16, 14, 4, 18, 8, 8, 12, 8, 14, 7, 9, 9, 14, 16]
Generation:68, Observation:[[67, 12], [44, 6], [0, 73], [72, 51], [55, 22], [71, 13], [61, 33], [81, 38], [16, 58], [87, 14], [60, 11], [6, 69], [65, 48], [13, 4], [0, 72], [38, 10], [72, 7], [61, 12], [30, 56], [4, 34], [56, 24], [59, 25], [58, 23], [65, 52], [72, 63]], Rewards:[12, 6, 18, 14, 8, 10, 9, 16, 17, 13, 13, 16, 12, 4, 18, 8, 10, 12, 8, 15, 8, 9, 7, 13, 17]
Generation:69, Observation:[[64, 12], [44, 7], [0, 73], [72, 49], [58, 22], [71, 14], [61, 30], [81, 40], [14, 58], [87, 13], [59, 11], [6, 66], [65, 50], [13, 6], [0, 73], [38, 12], [72, 9], [61, 14], [30, 55], [1, 34], [57, 24], [60, 25], [58, 20], [67, 52], [74, 63]], Rewards:[10, 6, 16, 14, 8, 9, 9, 15, 19, 11, 11, 20, 14, 4, 16, 9, 8, 12, 10, 15, 7, 9, 8, 15, 19]
Generation:70, Observation:[[62, 12], [44, 5], [0, 73], [72, 47], [60, 22], [74, 14], [64, 30], [81, 41], [16, 58], [87, 16], [57, 11], [6, 65], [65, 52], [13, 8], [0, 70], [35, 12], [72, 12], [61, 12], [30, 53], [1, 31], [59, 24], [59, 25], [58, 21], [67, 53], [73, 63]], Rewards:[8, 5, 17, 14, 11, 12, 11, 15, 16, 13, 7, 19, 14, 5, 18, 8, 6, 9, 11, 15, 8, 8, 8, 14, 18]
Generation:71, Observation:[[63, 12], [45, 5], [0, 73], [72, 48], [60, 24], [77, 14], [64, 32], [81, 44], [18, 58], [89, 16], [57, 10], [7, 65], [64, 52], [13, 6], [0, 73], [32, 12], [72, 15], [61, 14], [30, 56], [0, 31], [59, 25], [61, 25], [58, 23], [67, 54], [73, 64]], Rewards:[9, 5, 17, 14, 9, 10, 12, 15, 15, 13, 7, 20, 13, 5, 17, 8, 10, 10, 11, 12, 10, 9, 8, 14, 18]
Generation:72, Observation:[[64, 12], [43, 5], [0, 73], [74, 48], [60, 25], [78, 14], [64, 33], [81, 46], [20, 58], [91, 16], [54, 10], [7, 64], [62, 52], [15, 6], [0, 73], [29, 12], [75, 15], [62, 14], [30, 53], [0, 34], [60, 25], [61, 28], [58, 26], [67, 56], [73, 66]], Rewards:[10, 5, 17, 15, 7, 10, 11, 15, 15, 13, 7, 19, 11, 5, 17, 7, 12, 11, 14, 13, 7, 10, 9, 15, 17]
Generation:73, Observation:[[64, 9], [43, 6], [0, 73], [71, 48], [63, 25], [81, 14], [64, 30], [81, 47], [23, 58], [92, 16], [54, 8], [7, 66], [65, 52], [13, 6], [0, 73], [28, 12], [77, 15], [64, 14], [30, 52], [0, 34], [60, 26], [58, 28], [60, 26], [70, 56], [72, 66]], Rewards:[9, 5, 18, 14, 7, 9, 10, 14, 15, 13, 7, 17, 14, 4, 18, 8, 12, 10, 13, 13, 8, 10, 8, 15, 17]
Generation:74, Observation:[[67, 9], [43, 4], [2, 73], [73, 48], [63, 26], [81, 15], [62, 30], [81, 50], [25, 58], [95, 16], [51, 8], [7, 69], [65, 53], [13, 3], [0, 73], [25, 12], [78, 15], [64, 13], [30, 55], [0, 34], [60, 28], [59, 28], [60, 27], [72, 56], [75, 66]], Rewards:[12, 6, 19, 13, 8, 10, 10, 15, 15, 13, 7, 18, 13, 4, 18, 7, 10, 11, 14, 13, 8, 9, 8, 15, 17]
Generation:75, Observation:[[70, 9], [44, 4], [0, 73], [73, 51], [63, 29], [81, 16], [63, 30], [81, 52], [27, 58], [97, 16], [49, 8], [4, 69], [68, 53], [10, 3], [0, 76], [25, 13], [79, 15], [64, 14], [30, 54], [0, 34], [57, 28], [62, 28], [60, 29], [72, 58], [76, 66]], Rewards:[11, 6, 18, 13, 9, 11, 10, 15, 14, 12, 7, 19, 13, 4, 17, 7, 10, 12, 15, 13, 7, 7, 9, 15, 17]
Generation:76, Observation:[[73, 9], [41, 4], [0, 73], [73, 50], [63, 31], [82, 16], [63, 32], [81, 54], [28, 58], [100, 16], [49, 6], [4, 66], [68, 50], [8, 3], [0, 76], [25, 14], [81, 15], [64, 15], [30, 53], [0, 34], [59, 28], [62, 29], [62, 29], [73, 58], [79, 66]], Rewards:[11, 6, 17, 11, 10, 12, 10, 16, 14, 12, 7, 19, 11, 4, 17, 7, 9, 12, 14, 13, 7, 8, 8, 14, 17]
Generation:77, Observation:[[73, 8], [41, 5], [0, 73], [72, 50], [63, 34], [83, 16], [60, 32], [81, 57], [29, 58], [100, 16], [49, 8], [4, 69], [68, 52], [8, 6], [0, 76], [26, 14], [83, 15], [64, 12], [30, 54], [0, 34], [59, 30], [62, 32], [62, 31], [73, 56], [77, 66]], Rewards:[11, 5, 18, 11, 11, 11, 9, 17, 15, 12, 7, 19, 12, 5, 17, 8, 11, 11, 14, 12, 7, 8, 8, 14, 17]
Generation:78, Observation:[[75, 8], [43, 5], [0, 73], [75, 50], [63, 36], [85, 16], [58, 32], [81, 59], [31, 58], [98, 16], [49, 9], [4, 68], [66, 52], [8, 5], [0, 76], [26, 17], [83, 16], [64, 9], [31, 54], [0, 34], [59, 33], [62, 31], [62, 33], [73, 57], [79, 66]], Rewards:[11, 5, 17, 12, 12, 10, 8, 18, 14, 10, 8, 20, 12, 4, 16, 11, 10, 11, 13, 12, 9, 7, 8, 13, 17]
Generation:79, Observation:[[78, 8], [46, 5], [0, 73], [75, 53], [63, 39], [88, 16], [58, 31], [81, 61], [32, 58], [100, 16], [50, 9], [4, 71], [66, 53], [8, 3], [0, 76], [27, 17], [85, 16], [64, 10], [31, 56], [0, 34], [60, 33], [62, 32], [62, 32], [74, 57], [81, 66]], Rewards:[12, 6, 18, 12, 11, 10, 8, 17, 14, 10, 8, 18, 11, 4, 16, 11, 11, 13, 13, 12, 10, 8, 8, 13, 17]
Generation:80, Observation:[[81, 8], [46, 3], [0, 73], [75, 51], [63, 41], [91, 16], [60, 31], [81, 62], [33, 58], [100, 16], [53, 9], [4, 70], [66, 56], [8, 4], [0, 76], [29, 17], [88, 16], [64, 12], [31, 59], [0, 34], [63, 33], [62, 29], [62, 34], [76, 57], [82, 66]], Rewards:[12, 5, 18, 11, 11, 10, 8, 16, 14, 10, 8, 19, 12, 5, 17, 11, 10, 11, 15, 11, 9, 7, 9, 13, 18]
Generation:81, Observation:[[84, 8], [45, 3], [0, 76], [77, 51], [63, 38], [92, 16], [63, 31], [78, 62], [34, 58], [100, 16], [50, 9], [4, 67], [65, 56], [9, 4], [0, 78], [30, 17], [90, 16], [64, 15], [31, 58], [0, 34], [63, 36], [62, 30], [65, 34], [76, 59], [82, 69]], Rewards:[11, 5, 17, 12, 9, 10, 8, 16, 14, 10, 8, 19, 11, 5, 17, 11, 10, 10, 14, 10, 10, 8, 11, 14, 18]
Generation:82, Observation:[[83, 8], [42, 3], [0, 76], [78, 51], [63, 36], [95, 16], [63, 28], [75, 62], [34, 60], [100, 16], [52, 9], [4, 70], [66, 56], [9, 6], [0, 78], [33, 17], [90, 15], [61, 15], [31, 59], [0, 34], [61, 36], [62, 31], [65, 32], [79, 59], [85, 69]], Rewards:[11, 6, 17, 12, 10, 11, 12, 15, 13, 11, 8, 20, 12, 5, 16, 11, 9, 7, 13, 11, 9, 10, 11, 13, 18]
Generation:83, Observation:[[86, 8], [42, 4], [0, 76], [78, 53], [63, 37], [97, 16], [64, 28], [72, 62], [35, 60], [100, 16], [49, 9], [7, 70], [66, 57], [10, 6], [0, 78], [36, 17], [93, 15], [61, 16], [29, 59], [0, 36], [63, 36], [61, 31], [67, 32], [79, 62], [85, 72]], Rewards:[11, 6, 18, 12, 10, 10, 12, 14, 11, 10, 8, 18, 11, 5, 16, 12, 9, 8, 13, 11, 10, 10, 12, 15, 18]
Generation:84, Observation:[[88, 8], [43, 4], [0, 76], [78, 51], [63, 35], [98, 16], [67, 28], [71, 62], [35, 62], [100, 16], [49, 12], [7, 71], [67, 57], [7, 6], [0, 78], [39, 17], [93, 17], [62, 16], [29, 60], [0, 36], [63, 34], [61, 33], [67, 31], [79, 60], [86, 72]], Rewards:[11, 6, 18, 12, 10, 9, 12, 14, 12, 9, 8, 17, 10, 4, 18, 11, 12, 7, 13, 13, 10, 11, 8, 13, 18]
Generation:85, Observation:[[89, 8], [43, 3], [0, 76], [78, 52], [63, 34], [100, 16], [70, 28], [70, 62], [38, 62], [100, 16], [52, 12], [7, 69], [68, 57], [7, 9], [0, 78], [41, 17], [93, 20], [62, 15], [31, 60], [0, 36], [63, 37], [62, 33], [67, 32], [79, 62], [88, 72]], Rewards:[10, 6, 18, 12, 13, 10, 12, 12, 9, 10, 8, 18, 11, 5, 16, 11, 13, 7, 13, 12, 10, 11, 10, 14, 18]
Generation:86, Observation:[[91, 8], [43, 6], [0, 76], [80, 52], [63, 36], [100, 18], [73, 28], [67, 62], [38, 64], [97, 16], [51, 12], [7, 67], [69, 57], [8, 9], [0, 78], [44, 17], [96, 20], [62, 18], [31, 63], [0, 36], [63, 35], [64, 33], [67, 31], [79, 63], [85, 72]], Rewards:[8, 5, 17, 12, 11, 11, 11, 10, 10, 10, 8, 19, 12, 6, 17, 10, 12, 8, 14, 12, 12, 14, 12, 13, 18]
Generation:87, Observation:[[91, 9], [43, 3], [0, 76], [80, 49], [63, 34], [100, 21], [73, 31], [68, 62], [38, 63], [97, 17], [51, 13], [5, 67], [69, 54], [8, 7], [0, 78], [46, 17], [96, 22], [65, 18], [31, 65], [0, 36], [65, 35], [62, 33], [67, 29], [79, 65], [87, 72]], Rewards:[9, 5, 17, 13, 11, 12, 11, 10, 9, 10, 8, 19, 12, 5, 17, 9, 12, 10, 14, 13, 12, 12, 12, 14, 18]
Generation:88, Observation:[[91, 8], [42, 3], [0, 76], [80, 52], [66, 34], [100, 22], [73, 28], [67, 62], [38, 65], [94, 17], [54, 13], [5, 69], [69, 56], [11, 7], [0, 78], [48, 17], [96, 24], [65, 17], [31, 68], [0, 36], [65, 33], [65, 33], [67, 32], [81, 65], [89, 72]], Rewards:[10, 5, 17, 11, 12, 12, 11, 10, 8, 9, 8, 19, 12, 5, 17, 9, 13, 6, 14, 13, 12, 12, 12, 14, 18]
Generation:89, Observation:[[91, 10], [42, 6], [0, 73], [79, 52], [66, 37], [100, 22], [76, 28], [64, 62], [40, 65], [96, 17], [51, 13], [5, 70], [69, 59], [10, 7], [0, 78], [46, 17], [96, 26], [67, 17], [31, 66], [0, 36], [67, 33], [67, 33], [67, 35], [81, 63], [86, 72]], Rewards:[11, 5, 18, 11, 11, 12, 11, 7, 9, 9, 8, 18, 11, 5, 17, 9, 12, 8, 16, 12, 12, 12, 11, 14, 18]
Generation:90, Observation:[[92, 10], [44, 6], [0, 73], [79, 50], [66, 35], [100, 20], [76, 29], [62, 62], [41, 65], [93, 17], [51, 15], [5, 73], [69, 61], [10, 10], [0, 81], [43, 17], [94, 26], [67, 19], [31, 64], [0, 36], [67, 36], [67, 36], [67, 38], [82, 63], [88, 72]], Rewards:[11, 6, 17, 12, 11, 12, 11, 7, 10, 9, 8, 19, 10, 5, 17, 8, 13, 10, 15, 10, 11, 11, 12, 14, 17]
Generation:91, Observation:[[94, 10], [46, 6], [0, 75], [80, 50], [66, 36], [100, 21], [76, 27], [61, 62], [42, 65], [94, 17], [54, 15], [5, 70], [69, 63], [10, 8], [0, 81], [46, 17], [94, 27], [70, 19], [31, 65], [0, 36], [67, 37], [65, 36], [70, 38], [84, 63], [90, 72]], Rewards:[9, 5, 18, 12, 11, 12, 13, 6, 10, 8, 8, 18, 9, 5, 17, 8, 11, 13, 15, 9, 13, 11, 13, 13, 18]
Generation:92, Observation:[[94, 13], [44, 6], [0, 75], [80, 51], [67, 36], [100, 24], [76, 24], [59, 62], [43, 65], [96, 17], [54, 13], [5, 71], [70, 63], [12, 8], [1, 81], [46, 20], [93, 27], [70, 22], [31, 66], [0, 36], [67, 39], [65, 34], [70, 36], [84, 66], [93, 72]], Rewards:[9, 5, 18, 12, 11, 11, 13, 7, 8, 10, 7, 18, 9, 5, 19, 10, 11, 12, 15, 10, 13, 11, 11, 15, 18]
Generation:93, Observation:[[93, 13], [44, 3], [0, 78], [80, 50], [67, 39], [100, 25], [76, 21], [57, 62], [43, 67], [97, 17], [52, 13], [7, 71], [70, 61], [11, 8], [0, 81], [46, 22], [93, 29], [70, 24], [31, 69], [0, 36], [67, 36], [67, 34], [70, 35], [84, 67], [94, 72]], Rewards:[7, 5, 18, 12, 11, 12, 13, 9, 8, 10, 8, 18, 8, 5, 17, 10, 10, 13, 15, 11, 11, 10, 12, 14, 20]
Generation:94, Observation:[[93, 16], [44, 5], [0, 78], [83, 50], [67, 38], [100, 27], [78, 21], [56, 62], [43, 70], [95, 17], [52, 16], [7, 72], [71, 61], [11, 9], [0, 81], [46, 23], [90, 29], [70, 25], [31, 66], [0, 39], [67, 33], [67, 37], [70, 37], [87, 67], [94, 75]], Rewards:[8, 5, 18, 11, 11, 12, 12, 9, 9, 11, 8, 18, 11, 5, 17, 10, 10, 13, 14, 13, 10, 10, 11, 15, 20]
Generation:95, Observation:[[94, 16], [44, 3], [0, 78], [84, 50], [67, 35], [100, 28], [81, 21], [56, 65], [46, 70], [97, 17], [54, 16], [7, 74], [71, 59], [11, 7], [0, 81], [46, 25], [87, 29], [70, 28], [31, 69], [0, 39], [67, 35], [67, 38], [70, 39], [87, 68], [94, 78]], Rewards:[8, 4, 17, 11, 11, 11, 10, 8, 10, 11, 8, 17, 11, 5, 18, 9, 10, 13, 15, 12, 11, 10, 13, 14, 19]
Generation:96, Observation:[[91, 16], [43, 3], [0, 81], [81, 50], [67, 36], [100, 31], [82, 21], [55, 65], [47, 70], [98, 17], [51, 16], [7, 72], [71, 60], [13, 7], [0, 81], [46, 27], [87, 30], [70, 30], [31, 71], [0, 39], [67, 37], [67, 40], [70, 37], [89, 68], [96, 78]], Rewards:[8, 4, 17, 11, 11, 11, 12, 8, 10, 11, 8, 19, 12, 5, 17, 9, 8, 13, 16, 12, 10, 12, 11, 15, 20]
Generation:97, Observation:[[91, 13], [45, 3], [0, 81], [78, 50], [67, 38], [100, 34], [84, 21], [54, 65], [49, 70], [100, 17], [51, 18], [7, 73], [69, 60], [11, 7], [0, 81], [46, 30], [87, 32], [70, 32], [31, 70], [0, 39], [67, 39], [67, 38], [70, 36], [91, 68], [96, 81]], Rewards:[12, 4, 16, 12, 11, 10, 10, 9, 10, 10, 10, 19, 9, 5, 16, 9, 7, 13, 16, 12, 10, 11, 10, 15, 20]
Generation:98, Observation:[[91, 11], [45, 6], [0, 84], [78, 51], [67, 41], [100, 34], [86, 21], [53, 65], [50, 70], [100, 14], [51, 20], [6, 73], [70, 60], [11, 9], [0, 84], [46, 32], [87, 34], [70, 34], [31, 69], [0, 39], [67, 36], [67, 39], [70, 33], [91, 69], [96, 84]], Rewards:[13, 4, 16, 12, 10, 9, 9, 10, 10, 10, 10, 19, 9, 5, 16, 9, 8, 10, 15, 11, 12, 10, 10, 15, 20]
Generation:99, Observation:[[91, 9], [45, 5], [0, 85], [78, 49], [67, 40], [100, 36], [89, 21], [51, 65], [51, 70], [100, 14], [51, 22], [6, 76], [72, 60], [11, 6], [0, 87], [46, 33], [88, 34], [69, 34], [31, 70], [0, 39], [67, 37], [67, 37], [70, 35], [94, 69], [96, 85]], Rewards:[14, 4, 16, 12, 11, 11, 8, 8, 9, 10, 10, 19, 11, 5, 17, 9, 6, 11, 15, 12, 11, 11, 11, 16, 20]
Generation:100, Observation:[[91, 8], [44, 5], [0, 88], [78, 51], [68, 40], [100, 38], [92, 21], [51, 66], [52, 70], [100, 14], [51, 25], [6, 77], [72, 62], [13, 6], [0, 87], [46, 36], [86, 34], [69, 36], [31, 73], [0, 38], [67, 40], [67, 40], [70, 38], [96, 69], [96, 86]], Rewards:[13, 4, 17, 12, 12, 10, 9, 8, 10, 10, 10, 19, 11, 5, 17, 10, 6, 11, 16, 8, 12, 12, 10, 16, 19]
Generation:0, Observation:[[7, 1], [5, 3], [0, 7], [8, 5], [4, 3], [13, 9], [9, 0], [6, 6], [8, 7], [0, 0], [8, 4], [12, 5], [7, 7], [1, 8], [2, 7], [3, 9], [0, 9], [8, 5], [3, 7], [2, 4], [7, 6], [5, 5], [9, 1], [0, 12], [7, 1]], Rewards:[10, 11, 13, 7, 11, 21, 11, 9, 10, 0, 7, 9, 7, 16, 11, 13, 14, 7, 11, 11, 8, 7, 10, 10, 10]
Generation:1, Observation:[[7, 3], [4, 3], [0, 9], [6, 5], [4, 5], [15, 9], [12, 0], [6, 4], [8, 5], [0, 3], [11, 4], [9, 5], [7, 5], [1, 5], [2, 6], [3, 7], [0, 8], [5, 5], [3, 10], [0, 4], [7, 8], [7, 5], [9, 0], [2, 12], [9, 1]], Rewards:[5, 9, 15, 7, 11, 21, 6, 7, 8, 3, 5, 7, 8, 11, 17, 16, 15, 10, 12, 5, 11, 8, 11, 9, 8]
Generation:2, Observation:[[7, 1], [7, 3], [0, 11], [6, 8], [5, 5], [15, 6], [15, 0], [9, 4], [5, 5], [1, 3], [10, 4], [8, 5], [7, 7], [1, 4], [2, 7], [3, 6], [3, 8], [8, 5], [3, 9], [0, 4], [7, 6], [4, 5], [9, 1], [2, 15], [11, 1]], Rewards:[11, 8, 12, 13, 13, 14, 1, 7, 13, 5, 6, 11, 11, 6, 18, 16, 14, 11, 15, 6, 13, 13, 10, 5, 9]
Generation:3, Observation:[[7, 0], [8, 3], [0, 13], [8, 8], [8, 5], [16, 6], [12, 0], [9, 6], [5, 6], [2, 3], [8, 4], [7, 5], [8, 7], [1, 2], [2, 10], [4, 6], [3, 5], [6, 5], [3, 6], [0, 4], [7, 4], [7, 5], [9, 2], [5, 15], [11, 4]], Rewards:[8, 9, 6, 14, 7, 15, 7, 15, 16, 5, 6, 8, 16, 4, 13, 16, 11, 12, 15, 5, 8, 8, 11, 9, 7]
Generation:4, Observation:[[7, 0], [6, 3], [0, 15], [11, 8], [8, 6], [19, 6], [12, 1], [6, 6], [5, 9], [3, 3], [11, 4], [5, 5], [11, 7], [1, 1], [1, 10], [6, 6], [3, 2], [8, 5], [3, 7], [0, 4], [7, 6], [8, 5], [9, 5], [5, 17], [12, 4]], Rewards:[9, 9, 5, 17, 12, 13, 9, 14, 13, 5, 6, 9, 16, 3, 16, 14, 5, 12, 16, 5, 15, 12, 10, 8, 8]
Generation:5, Observation:[[7, 0], [8, 3], [0, 17], [12, 8], [5, 6], [20, 6], [13, 1], [4, 6], [7, 9], [3, 6], [9, 4], [5, 8], [11, 8], [0, 1], [1, 11], [6, 3], [3, 5], [7, 5], [3, 10], [0, 7], [7, 7], [10, 5], [9, 2], [5, 15], [12, 6]], Rewards:[10, 12, 5, 15, 11, 10, 8, 11, 14, 10, 9, 12, 16, 1, 15, 10, 8, 8, 13, 14, 12, 9, 11, 9, 11]
Generation:6, Observation:[[7, 0], [11, 3], [0, 17], [13, 8], [5, 4], [21, 6], [13, 0], [4, 9], [10, 9], [5, 6], [12, 4], [5, 6], [11, 10], [0, 0], [0, 11], [6, 4], [3, 2], [7, 6], [3, 8], [1, 7], [6, 7], [9, 5], [9, 4], [8, 15], [12, 7]], Rewards:[10, 6, 6, 17, 8, 10, 8, 15, 17, 9, 8, 9, 18, 0, 16, 10, 6, 10, 14, 14, 13, 9, 7, 14, 14]
Generation:7, Observation:[[5, 0], [11, 4], [0, 19], [15, 8], [3, 4], [22, 6], [13, 3], [1, 9], [12, 9], [6, 6], [14, 4], [5, 8], [13, 10], [0, 0], [0, 14], [6, 5], [3, 5], [4, 6], [3, 10], [1, 8], [6, 6], [6, 5], [9, 6], [11, 15], [12, 8]], Rewards:[8, 4, 6, 15, 6, 9, 6, 16, 16, 11, 8, 11, 19, 0, 9, 10, 8, 11, 14, 13, 11, 10, 10, 16, 13]
Generation:8, Observation:[[5, 0], [10, 4], [0, 19], [17, 8], [3, 5], [23, 6], [16, 3], [1, 12], [10, 9], [7, 6], [13, 4], [5, 10], [13, 13], [0, 2], [0, 14], [6, 6], [3, 3], [6, 6], [3, 9], [1, 11], [6, 7], [8, 5], [9, 5], [12, 15], [12, 10]], Rewards:[7, 6, 7, 16, 8, 9, 5, 15, 13, 12, 8, 10, 19, 1, 10, 13, 5, 13, 15, 18, 14, 9, 8, 18, 15]
Generation:9, Observation:[[6, 0], [13, 4], [2, 19], [18, 8], [5, 5], [23, 4], [16, 0], [1, 13], [8, 9], [4, 6], [14, 4], [5, 9], [15, 13], [0, 1], [0, 17], [7, 6], [3, 4], [9, 6], [3, 10], [1, 13], [6, 5], [8, 7], [9, 6], [15, 15], [12, 11]], Rewards:[9, 4, 9, 16, 11, 5, 8, 13, 12, 13, 4, 13, 16, 2, 8, 14, 6, 12, 16, 13, 12, 15, 12, 18, 15]
Generation:10, Observation:[[9, 0], [13, 1], [0, 19], [19, 8], [7, 5], [25, 4], [18, 0], [1, 16], [10, 9], [4, 7], [12, 4], [5, 10], [15, 16], [0, 0], [0, 18], [10, 6], [3, 3], [8, 6], [3, 12], [1, 16], [6, 6], [5, 7], [9, 5], [18, 15], [14, 11]], Rewards:[11, 12, 6, 16, 12, 7, 4, 9, 11, 16, 9, 13, 17, 0, 7, 12, 8, 14, 13, 9, 14, 16, 12, 16, 16]
Generation:11, Observation:[[12, 0], [16, 1], [0, 19], [22, 8], [7, 2], [26, 4], [18, 0], [1, 17], [7, 9], [7, 7], [12, 6], [5, 7], [15, 17], [0, 0], [0, 18], [13, 6], [3, 5], [8, 7], [3, 13], [1, 18], [8, 6], [2, 7], [8, 5], [17, 15], [14, 12]], Rewards:[10, 11, 7, 17, 10, 7, 6, 9, 14, 13, 8, 15, 16, 0, 9, 6, 11, 14, 14, 7, 12, 14, 12, 16, 15]
Generation:12, Observation:[[15, 0], [16, 3], [0, 19], [23, 8], [7, 0], [27, 4], [16, 0], [1, 19], [10, 9], [10, 7], [11, 6], [5, 9], [16, 17], [0, 0], [0, 19], [13, 3], [3, 2], [7, 7], [4, 13], [1, 15], [8, 8], [5, 7], [8, 8], [18, 15], [14, 14]], Rewards:[12, 6, 7, 14, 7, 9, 8, 6, 11, 9, 9, 18, 17, 0, 7, 11, 8, 13, 11, 15, 15, 13, 15, 17, 15]
Generation:13, Observation:[[17, 0], [16, 5], [0, 22], [26, 8], [7, 3], [27, 1], [19, 0], [0, 19], [13, 9], [11, 7], [11, 7], [5, 11], [16, 16], [0, 0], [0, 22], [13, 5], [3, 4], [9, 7], [5, 13], [1, 17], [9, 8], [5, 6], [9, 8], [21, 15], [17, 14]], Rewards:[11, 7, 6, 12, 11, 7, 6, 8, 11, 11, 11, 18, 15, 0, 6, 8, 9, 14, 13, 16, 16, 11, 16, 17, 16]
Generation:14, Observation:[[19, 0], [16, 3], [0, 22], [27, 8], [7, 4], [28, 1], [20, 0], [0, 19], [11, 9], [12, 7], [8, 7], [5, 12], [17, 16], [1, 0], [0, 22], [13, 8], [3, 1], [9, 9], [5, 10], [1, 15], [10, 8], [7, 6], [12, 8], [23, 15], [17, 16]], Rewards:[7, 10, 5, 10, 12, 7, 5, 12, 13, 11, 13, 16, 17, 3, 5, 9, 7, 17, 18, 15, 13, 12, 9, 16, 17]
Generation:15, Observation:[[19, 0], [19, 3], [0, 22], [29, 8], [7, 5], [28, 4], [20, 0], [0, 22], [12, 9], [14, 7], [8, 10], [7, 12], [19, 16], [4, 0], [0, 22], [13, 5], [3, 2], [9, 7], [5, 11], [1, 18], [13, 8], [7, 9], [12, 7], [24, 15], [17, 15]], Rewards:[7, 3, 6, 12, 11, 7, 9, 6, 12, 9, 19, 15, 16, 5, 6, 13, 6, 14, 19, 16, 11, 16, 10, 16, 15]
Generation:16, Observation:[[20, 0], [19, 0], [0, 24], [29, 10], [7, 6], [29, 4], [21, 0], [0, 25], [15, 9], [14, 9], [5, 10], [10, 12], [17, 16], [4, 2], [0, 22], [13, 7], [3, 3], [9, 10], [5, 13], [1, 19], [13, 11], [8, 9], [12, 8], [25, 15], [18, 15]], Rewards:[9, 12, 7, 12, 12, 6, 9, 5, 7, 9, 15, 13, 17, 7, 9, 10, 8, 16, 18, 16, 11, 14, 11, 16, 15]
Generation:17, Observation:[[22, 0], [19, 0], [0, 24], [30, 10], [7, 7], [29, 7], [23, 0], [3, 25], [12, 9], [16, 9], [6, 10], [10, 11], [17, 14], [4, 5], [0, 23], [11, 7], [3, 4], [12, 10], [5, 14], [1, 21], [13, 10], [8, 11], [12, 10], [28, 15], [18, 17]], Rewards:[7, 12, 6, 11, 11, 6, 5, 8, 11, 6, 14, 17, 14, 8, 8, 12, 6, 11, 18, 13, 10, 18, 11, 17, 17]
Generation:18, Observation:[[22, 0], [19, 0], [0, 26], [30, 12], [7, 8], [31, 7], [25, 0], [4, 25], [12, 11], [19, 9], [6, 11], [10, 10], [17, 16], [4, 8], [0, 24], [11, 8], [3, 5], [9, 10], [5, 15], [1, 24], [10, 10], [11, 11], [12, 9], [31, 15], [21, 17]], Rewards:[8, 11, 7, 15, 11, 5, 5, 8, 14, 7, 17, 12, 15, 8, 7, 12, 6, 15, 16, 8, 12, 14, 12, 16, 18]
Generation:19, Observation:[[22, 1], [19, 0], [0, 26], [30, 13], [7, 11], [28, 7], [28, 0], [2, 25], [9, 11], [22, 9], [6, 14], [10, 11], [19, 16], [4, 5], [0, 25], [11, 10], [3, 8], [10, 10], [5, 17], [1, 25], [12, 10], [14, 11], [12, 12], [34, 15], [22, 17]], Rewards:[9, 13, 9, 15, 16, 4, 3, 7, 14, 5, 19, 13, 14, 8, 8, 11, 8, 11, 16, 7, 10, 11, 15, 17, 15]
Generation:20, Observation:[[22, 0], [19, 0], [0, 24], [30, 14], [8, 11], [28, 8], [26, 0], [2, 26], [9, 14], [24, 9], [6, 15], [10, 10], [22, 16], [4, 8], [0, 26], [11, 11], [3, 7], [10, 11], [5, 16], [1, 26], [12, 13], [12, 11], [13, 12], [37, 15], [25, 17]], Rewards:[8, 13, 9, 14, 14, 6, 5, 7, 13, 6, 17, 13, 14, 8, 7, 12, 7, 11, 19, 7, 13, 10, 13, 16, 18]
